device_id,measurement_id,room_name,room_id,predict_room,distance,router_selection,handle_missing_values_strategy,router_rssi_threshold,value_scaling_strategy,weights,algorithm,algorithm_value,duration,correct
esp_32_106,339,WH_C_414,18,WH_C_414,0.1075884220695553,eduroam,-100,-100,powed,distance,knn_sorensen,5.0,0.9755840301513672,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.1075884220695553,eduroam,-100,-100,powed,distance,knn_sorensen,7.0,0.9941370487213136,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.1075884220695553,eduroam,-100,-100,powed,distance,knn_sorensen,9.0,1.0264980792999268,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.5962933574350898,eduroam,-100,-100,powed,distance,svm_linear,0.001,0.9719979763031006,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.6432951527093937,eduroam,-100,-100,powed,distance,svm_linear,0.005,0.9660358428955078,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.6014356078781056,eduroam,-100,-100,powed,distance,svm_linear,0.01,0.9689679145812988,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.58580063086789,eduroam,-100,-100,powed,distance,svm_rbf,5.0,0.9691240787506104,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.5881045432675298,eduroam,-100,-100,powed,distance,svm_rbf,1.0,0.977632999420166,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.5939874480035605,eduroam,-100,-100,powed,distance,svm_rbf,0.5,0.9707882404327391,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.5802701482910667,eduroam,-100,-100,positive,distance,knn_euclidean,5.0,0.9654257297515868,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.5802701482910667,eduroam,-100,-100,positive,distance,knn_euclidean,7.0,0.9734559059143066,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.5802701482910667,eduroam,-100,-100,positive,distance,knn_euclidean,9.0,0.9674277305603028,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.1301998919502971,eduroam,-100,-100,positive,distance,knn_sorensen,5.0,0.9650628566741944,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.1301998919502971,eduroam,-100,-100,positive,distance,knn_sorensen,7.0,0.9649899005889891,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.1301998919502971,eduroam,-100,-100,positive,distance,knn_sorensen,9.0,0.9868249893188475,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.838054998518405,eduroam,-100,-100,positive,distance,svm_linear,0.001,0.9735190868377686,True
